short_date,weekday,draw_date,jackpot,main_numbers,euro_numbers,Match,# of winners,prize / winner,prize fund
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,5 + 2,0,"€30,137,942","€30,137,942"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,5 + 1,3,"€618,829.60","€1,856,489"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,5 + 0,4,"€163,807.80","€655,231"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,4 + 2,36,"€6,066.90","€218,408"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,4 + 1,721,€272.60,"€196,545"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,4 + 0,"1,183",€129.20,"€152,844"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,3 + 2,"1,800",€72.80,"€131,040"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,2 + 2,"28,768",€23.50,"€676,048"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,3 + 1,"34,020",€19.20,"€653,184"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,3 + 0,"54,913",€17.10,"€939,012"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,1 + 2,"159,435",€10.60,"€1,690,011"
03.01.2020,Friday,"Friday, 3rd January 2020","€30,137,942",06 27 30 35 41,04 05,2 + 1,"510,145",€8.10,"€4,132,175"
10.01.2020,Friday,"Friday, 10th January 2020","€41,606,981",04 14 25 34 49,04 09,5 + 2,0,"€41,606,981","€41,606,981"
10.01.2020,Friday,"Friday, 10th January 2020","€41,606,981",04 14 25 34 49,04 09,5 + 1,2,"€1,037,915.40","€2,075,831"
10.01.2020,Friday,"Friday, 10th January 2020","€41,606,981",04 14 25 34 49,04 09,5 + 0,9,"€81,405.10","€732,646"
10.01.2020,Friday,"Friday, 10th January 2020","€41,606,981",04 14 25 34 49,04 09,4 + 2,55,"€4,440.20","€244,211"
10.01.2020,Friday,"Friday, 10th January 2020","€41,606,981",04 14 25 34 49,04 09,4 + 1,858,€256.10,"€219,734"
