short_date,weekday,draw_date,jackpot,main_numbers,euro_numbers,Match,# of winners,prize / winner,prize fund
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,5 + 2,0,"€24,000,000","€24,000,000"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,5 + 1,5,"€390,310.90","€1,951,555"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,5 + 0,7,"€98,397.70","€688,784"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,4 + 2,76,"€3,020.90","€229,588"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,4 + 1,886,€233.20,"€206,615"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,4 + 0,"1,713",€93.80,"€160,679"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,3 + 2,"2,661",€51.70,"€137,574"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,2 + 2,"37,840",€18.80,"€711,392"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,3 + 1,"41,383",€16.60,"€686,958"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,3 + 0,"75,709",€13.00,"€984,217"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,1 + 2,"190,762",€9.30,"€1,774,087"
07.01.2022,Friday,"Friday, 7th January 2022","€24,000,000",08 17 21 23 47,02 06,2 + 1,"576,488",€7.60,"€4,381,309"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,5 + 2,0,"€34,000,000","€34,000,000"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,5 + 1,2,"€1,057,442.10","€2,114,884"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,5 + 0,5,"€149,285.90","€746,430"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,4 + 2,54,"€4,607.50","€248,805"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,4 + 1,"1,013",€221.00,"€223,873"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,4 + 0,"1,683",€103.40,"€174,022"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,3 + 2,"2,411",€61.90,"€149,241"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,2 + 2,"35,248",€21.80,"€768,406"
14.01.2022,Friday,"Friday, 14th January 2022","€34,000,000",09 15 27 41 44,02 04,3 + 1,"43,289",€17.20,"€744,571"
