short_date,weekday,draw_date,jackpot,main_numbers,euro_numbers,Match,# of winners,prize / winner,prize fund
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,5 + 2,0,"€10,000,000","€10,000,000"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,5 + 1,4,"€384,190.10","€1,536,760"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,5 + 0,5,"€108,477.20","€542,386"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,4 + 2,44,"€4,108.90","€180,792"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,4 + 1,788,€206.40,"€162,643"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,4 + 0,"1,276",€99.10,"€126,452"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,3 + 2,"1,729",€62.70,"€108,408"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,2 + 2,"25,530",€21.90,"€559,107"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,3 + 1,"33,331",€16.20,"€539,962"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,3 + 0,"54,608",€14.20,"€775,434"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,1 + 2,"130,755",€10.70,"€1,399,079"
04.01.2019,Friday,"Friday, 4th January 2019","€10,000,000",03 10 25 32 43,01 03,2 + 1,"462,212",€7.40,"€3,420,369"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,5 + 2,0,"€18,193,363","€18,193,363"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,5 + 1,2,"€816,622.20","€1,633,244"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,5 + 0,8,"€72,054.90","€576,439"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,4 + 2,43,"€4,468.50","€192,146"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,4 + 1,624,€277.10,"€172,910"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,4 + 0,"1,102",€122.00,"€134,444"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,3 + 2,"1,897",€60.70,"€115,148"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,2 + 2,"28,326",€21.00,"€594,846"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,3 + 1,"28,825",€19.90,"€573,618"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,3 + 0,"51,518",€16.00,"€824,288"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,1 + 2,"151,624",€9.80,"€1,485,915"
11.01.2019,Friday,"Friday, 11th January 2019","€18,193,363",06 12 35 39 49,04 09,2 + 1,"441,558",€8.30,"€3,664,931"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,5 + 2,0,"€28,033,133","€28,033,133"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,5 + 1,4,"€443,318.00","€1,773,272"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,5 + 0,13,"€48,143.10","€625,860"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,4 + 2,77,"€2,709.30","€208,616"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,4 + 1,947,€198.20,"€187,695"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,4 + 0,"1,686",€86.60,"€146,008"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,3 + 2,"2,936",€42.60,"€125,074"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,2 + 2,"36,909",€17.50,"€645,908"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,3 + 1,"36,384",€17.20,"€625,805"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,3 + 0,"65,822",€13.60,"€895,179"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,1 + 2,"172,072",€9.40,"€1,617,477"
18.01.2019,Friday,"Friday, 18th January 2019","€28,033,133",02 09 23 36 47,02 09,2 + 1,"505,113",€7.80,"€3,939,881"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,5 + 2,0,"€38,549,639","€38,549,639"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,5 + 1,3,"€626,134.00","€1,878,402"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,5 + 0,4,"€165,741.30","€662,965"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,4 + 2,59,"€3,745.50","€220,985"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,4 + 1,691,€287.80,"€198,870"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,4 + 0,"1,176",€131.50,"€154,644"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,3 + 2,"2,907",€45.60,"€132,559"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,2 + 2,"43,366",€17.10,"€741,559"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,3 + 1,"35,325",€17.10,"€604,058"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,3 + 0,"57,090",€16.60,"€947,694"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,1 + 2,"224,171",€7.80,"€1,748,534"
25.01.2019,Friday,"Friday, 25th January 2019","€38,549,639",24 25 28 35 48,04 08,2 + 1,"535,178",€7.80,"€4,174,388"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,5 + 2,0,"€50,191,532","€50,191,532"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,5 + 1,6,"€352,721.90","€2,116,331"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,5 + 0,7,"€106,705.80","€746,941"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,4 + 2,57,"€4,368.00","€248,976"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,4 + 1,901,€248.70,"€224,079"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,4 + 0,"1,413",€123.30,"€174,223"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,3 + 2,"1,872",€79.80,"€149,386"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,2 + 2,"28,873",€26.70,"€770,909"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,3 + 1,"39,807",€18.70,"€744,391"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,3 + 0,"62,643",€17.00,"€1,064,931"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,1 + 2,"162,991",€11.90,"€1,939,593"
01.02.2019,Friday,"Friday, 1st February 2019","€50,191,532",06 29 38 45 47,02 03,2 + 1,"594,589",€7.90,"€4,697,253"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,5 + 2,1,"€63,248,942","€63,248,942"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,5 + 1,4,"€590,259.40","€2,361,038"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,5 + 0,6,"€138,884.50","€833,307"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,4 + 2,81,"€3,429.20","€277,765"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,4 + 1,"1,255",€199.10,"€249,871"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,4 + 0,"2,025",€96.00,"€194,400"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,3 + 2,"3,116",€53.40,"€166,394"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,2 + 2,"42,973",€20.00,"€859,460"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,3 + 1,"55,929",€14.80,"€827,749"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,3 + 0,"86,413",€13.80,"€1,192,499"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,1 + 2,"214,934",€10.00,"€2,149,340"
08.02.2019,Friday,"Friday, 8th February 2019","€63,248,942",05 08 21 24 26,04 05,2 + 1,"769,432",€6.80,"€5,232,138"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,5 + 2,0,"€10,277,181","€10,277,181"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,5 + 1,5,"€323,184.90","€1,615,925"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,5 + 0,2,"€285,163.10","€570,326"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,4 + 2,31,"€6,132.50","€190,108"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,4 + 1,581,€294.40,"€171,046"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,4 + 0,963,€138.10,"€132,990"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,3 + 2,"1,496",€76.20,"€113,995"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,2 + 2,"23,202",€25.40,"€589,331"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,3 + 1,"26,792",€21.20,"€567,990"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,3 + 0,"45,124",€18.10,"€816,744"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,1 + 2,"132,963",€11.10,"€1,475,889"
15.02.2019,Friday,"Friday, 15th February 2019","€10,277,181",01 24 30 31 47,07 09,2 + 1,"417,583",€8.60,"€3,591,214"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,5 + 2,0,"€19,742,573","€19,742,573"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,5 + 1,1,"€1,684,414.10","€1,684,414"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,5 + 0,2,"€297,249.50","€594,499"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,4 + 2,34,"€5,828.40","€198,166"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,4 + 1,615,€289.90,"€178,289"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,4 + 0,"1,325",€104.60,"€138,595"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,3 + 2,"1,415",€84.00,"€118,860"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,2 + 2,"21,894",€28.00,"€613,032"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,3 + 1,"28,665",€20.70,"€593,366"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,3 + 0,"57,929",€14.70,"€851,556"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,1 + 2,"116,166",€13.30,"€1,545,008"
22.02.2019,Friday,"Friday, 22nd February 2019","€19,742,573",14 16 21 25 26,08 10,2 + 1,"442,817",€8.50,"€3,763,945"
01.03.2019,Friday,"Friday, 1st March 2019","€29,863,276",07 16 18 19 24,01 06,5 + 2,0,"€29,863,276","€29,863,276"
