short_date,weekday,draw_date,jackpot,main_numbers,euro_numbers,Match,# of winners,prize / winner,prize fund
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,5 + 2,0,"€28,000,000","€28,000,000"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,5 + 1,2,"€1,480,098.10","€2,960,196"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,5 + 0,6,"€98,678.40","€592,070"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,4 + 2,12,"€8,138.40","€97,661"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,4 + 1,282,€432.80,"€122,050"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,4 + 0,750,€179.00,"€134,250"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,3 + 2,621,€157.20,"€97,621"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,2 + 2,"11,550",€26.90,"€310,695"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,3 + 1,"14,686",€23.60,"€346,590"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,3 + 0,"31,660",€20.80,"€658,528"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,1 + 2,"63,266",€13.00,"€822,458"
03.01.2023,Tuesday,"Tuesday, 3rd January 2023","€28,000,000",28 29 31 37 50,04 05,2 + 1,"240,717",€10.20,"€2,455,313"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,5 + 2,0,"€35,000,000","€35,000,000"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,5 + 1,2,"€878,345.00","€1,756,690"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,5 + 0,7,"€141,527.30","€990,691"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,4 + 2,25,"€6,536.50","€163,413"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,4 + 1,598,€341.50,"€204,217"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,4 + 0,954,€235.50,"€224,667"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,3 + 2,"1,407",€116.10,"€163,353"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,2 + 2,"13,532",€38.40,"€519,629"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,3 + 1,"24,190",€24.00,"€580,560"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,3 + 0,"60,494",€18.70,"€1,131,238"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,1 + 2,"72,021",€18.70,"€1,346,793"
06.01.2023,Friday,"Friday, 6th January 2023","€35,000,000",14 28 31 47 50,07 12,2 + 1,"356,949",€11.60,"€4,140,608"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,5 + 2,0,"€43,000,000","€43,000,000"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,5 + 1,3,"€369,980.50","€1,109,942"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,5 + 0,3,"€208,651.80","€625,955"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,4 + 2,26,"€3,971.10","€103,249"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,4 + 1,445,€290.00,"€129,050"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,4 + 0,828,€171.40,"€141,919"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,3 + 2,"1,046",€98.70,"€103,240"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,2 + 2,"11,621",€28.30,"€328,874"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,3 + 1,"18,461",€19.90,"€367,374"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,3 + 0,"40,731",€17.10,"€696,500"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,1 + 2,"61,679",€14.10,"€869,674"
10.01.2023,Tuesday,"Tuesday, 10th January 2023","€43,000,000",09 16 27 41 45,01 04,2 + 1,"256,507",€10.20,"€2,616,371"
13.01.2023,Friday,"Friday, 13th January 2023",,07 14 34 41 49,04 09,5 + 2,0,€,€0
13.01.2023,Friday,"Friday, 13th January 2023",,07 14 34 41 49,04 09,5 + 1,3,"€718,547.60","€2,155,643"
