short_date,weekday,draw_date,jackpot,main_numbers,euro_numbers,Match,# of winners,prize / winner,prize fund
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,5 + 2,0,"€44,274,829","€44,274,829"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,5 + 1,4,"€452,853.80","€1,811,415"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,5 + 0,8,"€79,915.30","€639,322"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,4 + 2,32,"€6,659.60","€213,107"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,4 + 1,662,€289.70,"€191,781"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,4 + 0,"1,186",€125.70,"€149,080"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,3 + 2,"1,578",€81.00,"€127,818"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,2 + 2,"23,850",€27.60,"€658,260"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,3 + 1,"30,358",€21.00,"€637,518"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,3 + 0,"54,020",€16.90,"€912,938"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,1 + 2,"128,698",€12.90,"€1,660,204"
05.01.2018,Friday,"Friday, 5th January 2018","€44,274,829",02 07 38 40 45,07 10,2 + 1,"472,493",€8.60,"€4,063,440"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,5 + 2,0,"€55,670,817","€55,670,817"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,5 + 1,1,"€2,082,967.20","€2,082,967"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,5 + 0,7,"€105,023.50","€735,165"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,4 + 2,44,"€5,569.40","€245,054"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,4 + 1,838,€263.10,"€220,478"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,4 + 0,"1,811",€94.70,"€171,502"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,3 + 2,"2,410",€61.00,"€147,010"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,2 + 2,"38,213",€19.90,"€760,439"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,3 + 1,"36,706",€19.90,"€730,449"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,3 + 0,"70,808",€14.80,"€1,047,958"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,1 + 2,"205,938",€9.20,"€1,894,630"
12.01.2018,Friday,"Friday, 12th January 2018","€55,670,817",16 17 25 40 44,02 09,2 + 1,"557,705",€8.30,"€4,628,952"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,5 + 2,0,"€68,788,211","€68,788,211"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,5 + 1,5,"€476,872.50","€2,384,363"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,5 + 0,3,"€280,513.20","€841,540"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,4 + 2,74,"€3,790.70","€280,512"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,4 + 1,"1,090",€231.60,"€252,444"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,4 + 0,"1,919",€102.30,"€196,314"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,3 + 2,"3,113",€54.00,"€168,102"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,2 + 2,"43,059",€20.10,"€865,486"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,3 + 1,"48,899",€17.20,"€841,063"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,3 + 0,"86,782",€13.80,"€1,197,592"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,1 + 2,"219,136",€9.90,"€2,169,446"
19.01.2018,Friday,"Friday, 19th January 2018","€68,788,211",03 09 17 45 47,04 09,2 + 1,"687,775",€7.70,"€5,295,868"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,5 + 2,0,"€85,083,147","€85,083,147"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,5 + 1,2,"€1,515,220.90","€3,030,442"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,5 + 0,6,"€178,261.20","€1,069,567"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,4 + 2,124,"€2,875.10","€356,512"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,4 + 1,"1,522",€210.80,"€320,838"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,4 + 0,"2,261",€110.30,"€249,388"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,3 + 2,"4,706",€45.40,"€213,652"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,2 + 2,"66,728",€16.50,"€1,101,012"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,3 + 1,"66,577",€16.00,"€1,065,232"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,3 + 0,"100,814",€15.20,"€1,532,373"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,1 + 2,"338,459",€8.20,"€2,775,364"
26.01.2018,Friday,"Friday, 26th January 2018","€85,083,147",10 23 26 29 35,03 05,2 + 1,"931,749",€7.30,"€6,801,768"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,5 + 2,0,"€90,000,000","€90,000,000"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,5 + 1,7,"€2,921,419.30","€20,449,935"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,5 + 0,6,"€236,690.90","€1,420,145"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,4 + 2,102,"€4,640.90","€473,372"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,4 + 1,"1,799",€236.80,"€426,003"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,4 + 0,"2,917",€113.50,"€331,080"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,3 + 2,"4,165",€68.10,"€283,637"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,2 + 2,"62,245",€23.50,"€1,462,758"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,3 + 1,"82,832",€17.10,"€1,416,427"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,3 + 0,"129,148",€15.70,"€2,027,624"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,1 + 2,"330,727",€11.10,"€3,671,070"
02.02.2018,Friday,"Friday, 2nd February 2018","€90,000,000",15 24 29 33 41,07 08,2 + 1,"1,186,544",€7.60,"€9,017,734"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,5 + 2,1,"€90,000,000","€90,000,000"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,5 + 1,8,"€3,520,586.10","€28,164,689"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,5 + 0,9,"€167,953.80","€1,511,584"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,4 + 2,150,"€3,359.00","€503,850"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,4 + 1,"1,678",€270.20,"€453,396"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,4 + 0,"2,747",€128.30,"€352,440"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,3 + 2,"6,234",€48.40,"€301,726"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,2 + 2,"98,760",€16.70,"€1,649,292"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,3 + 1,"85,007",€16.70,"€1,419,617"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,3 + 0,"138,572",€15.60,"€2,161,723"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,1 + 2,"496,340",€7.90,"€3,921,086"
09.02.2018,Friday,"Friday, 9th February 2018","€90,000,000",07 08 24 34 46,04 08,2 + 1,"1,272,441",€7.50,"€9,543,308"
16.02.2018,Friday,"Friday, 16th February 2018","€10,000,000",04 08 19 25 44,09 10,5 + 2,0,"€10,000,000","€10,000,000"
